,0
0,0.7569765448570251
1,0.7668869495391846
2,0.9413836002349854
3,0.7569765448570251
4,0.7569765448570251
5,0.7668869495391846
6,0.7668869495391846
7,0.9413836002349854
8,0.9413836002349854
9,0.9413836002349854
10,0.9413836002349854
11,0.7668869495391846
12,0.7569765448570251
13,0.9413836002349854
14,0.7569765448570251
15,0.9413836002349854
16,0.7569765448570251
17,0.7668869495391846
18,0.9413836002349854
19,0.7668869495391846
20,0.7569765448570251
21,0.9413836002349854
22,0.7569765448570251
23,0.7668869495391846
24,0.7569765448570251
25,0.9413836002349854
26,0.7668869495391846
27,0.7569765448570251
28,0.7668869495391846
29,0.7668869495391846
30,0.7668869495391846
31,0.7668869495391846
32,0.9413836002349854
33,0.7668869495391846
34,0.7668869495391846
35,0.7569765448570251
36,0.7668869495391846
37,0.7668869495391846
38,0.7668869495391846
39,0.7668869495391846
40,0.9413836002349854
41,0.7569765448570251
42,0.9413836002349854
43,0.9413836002349854
44,0.9413836002349854
45,0.7569765448570251
46,0.7668869495391846
47,0.7569765448570251
48,0.7569765448570251
49,0.7957499623298645
50,0.7569765448570251
51,0.7668869495391846
52,0.7668869495391846
53,0.9413836002349854
54,0.9413836002349854
55,0.9413836002349854
56,0.7569765448570251
57,0.7569765448570251
58,0.7569765448570251
59,0.912677526473999
60,0.9413836002349854
61,0.7569765448570251
62,0.7668869495391846
63,0.7668869495391846
64,0.9413836002349854
65,0.9413836002349854
66,0.7569765448570251
67,0.7668869495391846
68,0.7668869495391846
69,0.7668869495391846
70,0.7668869495391846
71,0.9413836002349854
72,0.7569765448570251
73,0.9413836002349854
74,0.7668869495391846
75,0.9413836002349854
76,0.7569765448570251
77,0.9413836002349854
78,0.9413836002349854
79,0.9413836002349854
80,0.9413836002349854
81,0.7569765448570251
82,0.7668869495391846
83,0.7668869495391846
84,0.7569765448570251
85,0.7668869495391846
86,0.9413836002349854
87,0.9413836002349854
88,0.7569765448570251
89,0.7569765448570251
90,0.7569765448570251
91,0.7668869495391846
92,0.7668869495391846
93,0.912677526473999
94,0.7668869495391846
95,0.7569765448570251
96,0.7569765448570251
97,0.7668869495391846
98,0.7569765448570251
99,0.7957499623298645
100,0.7668869495391846
101,0.7668869495391846
102,0.7569765448570251
103,0.7668869495391846
