Crime,Transit,Shopping,Health,Entertainment,Community,Diversity,Schools,Employment
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
4.2,96.5,97.2,14.1,79.6,58.5,31.7,78.9,84.5
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8
60.6,43,29.6,42.3,24.6,34.5,73.2,59.2,51.4
31.7,18.3,71.8,62,62,54.9,34.5,76.8,88
38.7,20.4,38.7,47.2,60.6,49.3,57.7,54.9,19
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
42.3,95.1,81.7,38.7,83.8,81,52.8,72.5,87.3
6.3,90.1,90.1,45.8,41.5,53.5,69,83.1,93
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
21.8,46.5,73.9,2.8,20.4,45.8,90.8,46.5,7
31.7,18.3,71.8,62,62,54.9,34.5,76.8,88
33.8,50.7,27.5,10.6,38.7,39.4,24.6,57.7,63.4
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8
19,23.9,69.7,35.9,75.4,26.8,58.5,73.9,78.2
7.7,38,44.4,6.3,23.9,60.6,76.1,37.3,93.7
7.7,38,44.4,6.3,23.9,60.6,76.1,37.3,93.7
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8
45.1,21.1,30,3.5,33.8,21.1,70.4,70.4,26.8
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
43,62.7,50,35.9,52.1,69,54.2,9.9,92.3
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
6.3,90.1,90.1,45.8,41.5,53.5,69,83.1,93
45.1,21.1,30,3.5,33.8,21.1,70.4,70.4,26.8
4.2,96.5,97.2,14.1,79.6,58.5,31.7,78.9,84.5
21.8,46.5,73.9,2.8,20.4,45.8,90.8,46.5,7
46.5,57,93,35.2,9.9,44.4,67.6,0.7,75.4
31,12,31.7,71.2,4.2,4.9,14.1,67.6,71.8
8.5,33.1,40.1,9.9,44.4,8.5,64.1,19.7,3.5
3.5,13.4,53.5,28.2,15.5,14.1,62,60.6,96.5
19,23.9,69.7,35.9,75.4,26.8,58.5,73.9,78.2
14.8,26.8,64.8,34.5,54.9,28.9,89.4,29.6,73.9
46.5,57,93,35.2,9.9,44.4,67.6,0.7,75.4
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
45.1,21.1,30,3.5,33.8,21.1,70.4,70.4,26.8
7.7,38,44.4,6.3,23.9,60.6,76.1,37.3,93.7
45.1,21.1,30,3.5,33.8,21.1,70.4,70.4,26.8
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
19,23.9,69.7,35.9,75.4,26.8,58.5,73.9,78.2
50,40.8,9.9,63.4,46.5,32.4,31,66.9,7.7
39.4,73.9,88,33.1,97.9,61.3,9.9,64.8,73.2
46.5,57,93,35.2,9.9,44.4,67.6,0.7,75.4
45.1,21.1,30,3.5,33.8,21.1,70.4,70.4,26.8
20.4,51.4,60.6,50,30.3,50.7,21.1,44.4,97.2
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
45.1,21.1,30,3.5,33.8,21.1,70.4,70.4,26.8
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
42.3,95.1,81.7,38.7,83.8,81,52.8,72.5,87.3
6.3,90.1,90.1,45.8,41.5,53.5,69,83.1,93
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
39.4,73.9,88,33.1,97.9,61.3,9.9,64.8,73.2
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8
4.9,89.4,98.6,26.1,88,73.9,21.8,19,89.4
4.2,96.5,97.2,14.1,79.6,58.5,31.7,78.9,84.5
4.2,96.5,97.2,14.1,79.6,58.5,31.7,78.9,84.5
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
43,62.7,50,35.9,52.1,69,54.2,9.9,92.3
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
85.9,27.5,8.5,97.2,5.6,8.5,50,0.7,66.9
6.3,90.1,90.1,45.8,41.5,53.5,69,83.1,93
67.6,52.8,44.4,71.8,8.5,31.7,62,13.4,55.6
6.3,90.1,90.1,45.8,41.5,53.5,69,83.1,93
42.3,95.1,81.7,38.7,83.8,81,52.8,72.5,87.3
82.4,15.5,35.9,98.6,7,22.5,78.2,0.7,83.1
67.6,52.8,44.4,71.8,8.5,31.7,62,13.4,55.6
66.9,10.6,16.9,89.4,7.7,19.7,44.4,90.1,35.2
82.4,15.5,35.9,98.6,7,22.5,78.2,0.7,83.1
42.3,95.1,81.7,38.7,83.8,81,52.8,72.5,87.3
82.4,15.5,35.9,98.6,7,22.5,78.2,0.7,83.1
14.8,26.8,64.8,34.5,54.9,28.9,89.4,29.6,73.9
38.7,20.4,38.7,47.2,60.6,49.3,57.7,54.9,19
42.3,95.1,81.7,38.7,83.8,81,52.8,72.5,87.3
19,23.9,69.7,35.9,75.4,26.8,58.5,73.9,78.2
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
4.9,89.4,98.6,26.1,88,73.9,21.8,19,89.4
19,23.9,69.7,35.9,75.4,26.8,58.5,73.9,78.2
45.1,21.1,30,3.5,33.8,21.1,70.4,70.4,26.8
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
20.4,51.4,60.6,50,30.3,50.7,21.1,44.4,97.2
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8
20.4,51.4,60.6,50,30.3,50.7,21.1,44.4,97.2
66.9,10.6,16.9,89.4,7.7,19.7,44.4,90.1,35.2
45.1,21.1,30,3.5,33.8,21.1,70.4,70.4,26.8
39.4,73.9,88,33.1,97.9,61.3,9.9,64.8,73.2
38.7,20.4,38.7,47.2,60.6,49.3,57.7,54.9,19
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8
38.7,20.4,38.7,47.2,60.6,49.3,57.7,54.9,19
50,40.8,9.9,63.4,46.5,32.4,31,66.9,7.7
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
4.2,96.5,97.2,14.1,79.6,58.5,31.7,78.9,84.5
56.3,97.2,90.8,45.1,66.2,96.5,52.1,58.5,53.5
44.4,98.6,75.4,8.5,83.1,85.2,86.6,12.7,33.1
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
30.3,38.7,73.9,11.3,45.1,33.1,54.9,62.7,5.6
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
6.3,90.1,90.1,45.8,41.5,53.5,69,83.1,93
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
7.7,38,44.4,6.3,23.9,60.6,76.1,37.3,93.7
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
47.2,69,14.8,13.4,32.4,7,59.9,89.4,23.9
42.3,95.1,81.7,38.7,83.8,81,52.8,72.5,87.3
38.7,20.4,38.7,47.2,60.6,49.3,57.7,54.9,19
67.6,52.8,44.4,71.8,8.5,31.7,62,13.4,55.6
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
7.7,38,44.4,6.3,23.9,60.6,76.1,37.3,93.7
7.7,38,44.4,6.3,23.9,60.6,76.1,37.3,93.7
7.7,38,44.4,6.3,23.9,60.6,76.1,37.3,93.7
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
88.7,45.1,16.2,95.8,51.4,71.8,16.2,88,77.5
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
69,97.9,25.4,19,97.2,97.9,64.8,7,18.3
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
20.4,51.4,60.6,50,30.3,50.7,21.1,44.4,97.2
45.1,21.1,30,3.5,33.8,21.1,70.4,70.4,26.8
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
46.5,57,93,35.2,9.9,44.4,67.6,0.7,75.4
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
4.2,96.5,97.2,14.1,79.6,58.5,31.7,78.9,84.5
3.5,13.4,53.5,28.2,15.5,14.1,62,60.6,96.5
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
45.1,21.1,30,3.5,33.8,21.1,70.4,70.4,26.8
14.8,26.8,64.8,34.5,54.9,28.9,89.4,29.6,73.9
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
42.3,95.1,81.7,38.7,83.8,81,52.8,72.5,87.3
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
45.1,21.1,30,3.5,33.8,21.1,70.4,70.4,26.8
20.4,51.4,60.6,50,30.3,50.7,21.1,44.4,97.2
19,23.9,69.7,35.9,75.4,26.8,58.5,73.9,78.2
67.6,52.8,44.4,71.8,8.5,31.7,62,13.4,55.6
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
69,97.9,25.4,19,97.2,97.9,64.8,7,18.3
19,23.9,69.7,35.9,75.4,26.8,58.5,73.9,78.2
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
43,62.7,50,35.9,52.1,69,54.2,9.9,92.3
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
14.8,26.8,64.8,34.5,54.9,28.9,89.4,29.6,73.9
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
7.7,38,44.4,6.3,23.9,60.6,76.1,37.3,93.7
50,40.8,9.9,63.4,46.5,32.4,31,66.9,7.7
47.2,69,14.8,13.4,32.4,7,59.9,89.4,23.9
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
19,23.9,69.7,35.9,75.4,26.8,58.5,73.9,78.2
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
88.7,45.1,16.2,95.8,51.4,71.8,16.2,88,77.5
16.2,72.5,78.9,4.9,95.1,86.6,75.4,12,43
43,62.7,50,35.9,52.1,69,54.2,9.9,92.3
3.5,13.4,53.5,28.2,15.5,14.1,62,60.6,96.5
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
3.5,13.4,53.5,28.2,15.5,14.1,62,60.6,96.5
33.8,50.7,27.5,10.6,38.7,39.4,24.6,57.7,63.4
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
42.3,95.1,81.7,38.7,83.8,81,52.8,72.5,87.3
7,85.2,96.5,33.1,63.4,88,7.7,69,80.3
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
46.5,57,93,35.2,9.9,44.4,67.6,0.7,75.4
17.6,28.9,71.8,1.4,53.5,24.6,94.4,21.1,61.3
47.2,69,14.8,13.4,32.4,7,59.9,89.4,23.9
17.6,28.9,71.8,1.4,53.5,24.6,94.4,21.1,61.3
47.2,69,14.8,13.4,32.4,7,59.9,89.4,23.9
3.5,13.4,53.5,28.2,15.5,14.1,62,60.6,96.5
19,23.9,69.7,35.9,75.4,26.8,58.5,73.9,78.2
67.6,52.8,44.4,71.8,8.5,31.7,62,13.4,55.6
39.4,73.9,88,33.1,97.9,61.3,9.9,64.8,73.2
56.3,97.2,90.8,45.1,66.2,96.5,52.1,58.5,53.5
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
66.9,10.6,16.9,89.4,7.7,19.7,44.4,90.1,35.2
3.5,13.4,53.5,28.2,15.5,14.1,62,60.6,96.5
7,85.2,96.5,33.1,63.4,88,7.7,69,80.3
69,97.9,25.4,19,97.2,97.9,64.8,7,18.3
3.5,13.4,53.5,28.2,15.5,14.1,62,60.6,96.5
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
1.4,3.5,22.5,17.6,35.9,2.1,61.3,23.2,64.8
46.5,57,93,35.2,9.9,44.4,67.6,0.7,75.4
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
56.3,97.2,90.8,45.1,66.2,96.5,52.1,58.5,53.5
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
66.9,10.6,16.9,89.4,7.7,19.7,44.4,90.1,35.2
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
47.2,69,14.8,13.4,32.4,7,59.9,89.4,23.9
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
3.5,13.4,53.5,28.2,15.5,14.1,62,60.6,96.5
33.8,50.7,27.5,10.6,38.7,39.4,24.6,57.7,63.4
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
51.4,88,92.3,51.4,95.8,81,13.4,54.2,54.2
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
67.6,52.8,44.4,71.8,8.5,31.7,62,13.4,55.6
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
3.5,13.4,53.5,28.2,15.5,14.1,62,60.6,96.5
30.3,38.7,73.9,11.3,45.1,33.1,54.9,62.7,5.6
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
50,40.8,9.9,63.4,46.5,32.4,31,66.9,7.7
19,23.9,69.7,35.9,75.4,26.8,58.5,73.9,78.2
7,85.2,96.5,33.1,63.4,88,7.7,69,80.3
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
50,40.8,9.9,63.4,46.5,32.4,31,66.9,7.7
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
50,40.8,9.9,63.4,46.5,32.4,31,66.9,7.7
39.4,73.9,88,33.1,97.9,61.3,9.9,64.8,73.2
50,40.8,9.9,63.4,46.5,32.4,31,66.9,7.7
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
50,40.8,9.9,63.4,46.5,32.4,31,66.9,7.7
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
56.3,97.2,90.8,45.1,66.2,96.5,52.1,58.5,53.5
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
30.3,38.7,73.9,11.3,45.1,33.1,54.9,62.7,5.6
56.3,97.2,90.8,45.1,66.2,96.5,52.1,58.5,53.5
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
33.8,50.7,27.5,10.6,38.7,39.4,24.6,57.7,63.4
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
82.4,15.5,35.9,98.6,7,22.5,78.2,0.7,83.1
67.6,52.8,44.4,71.8,8.5,31.7,62,13.4,55.6
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
69,97.9,25.4,19,97.2,97.9,64.8,7,18.3
33.8,50.7,27.5,10.6,38.7,39.4,24.6,57.7,63.4
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
69,97.9,25.4,19,97.2,97.9,64.8,7,18.3
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
45.1,21.1,30,3.5,33.8,21.1,70.4,70.4,26.8
56.3,97.2,90.8,45.1,66.2,96.5,52.1,58.5,53.5
17.6,28.9,71.8,1.4,53.5,24.6,94.4,21.1,61.3
47.2,69,14.8,13.4,32.4,7,59.9,89.4,23.9
39.4,73.9,88,33.1,97.9,61.3,9.9,64.8,73.2
38.7,20.4,38.7,47.2,60.6,49.3,57.7,54.9,19
31,12,31.7,71.2,4.2,4.9,14.1,67.6,71.8
50,40.8,9.9,63.4,46.5,32.4,31,66.9,7.7
69,97.9,25.4,19,97.2,97.9,64.8,7,18.3
47.2,69,14.8,13.4,32.4,7,59.9,89.4,23.9
67.6,52.8,44.4,71.8,8.5,31.7,62,13.4,55.6
31,12,31.7,71.2,4.2,4.9,14.1,67.6,71.8
50,40.8,9.9,63.4,46.5,32.4,31,66.9,7.7
82.4,15.5,35.9,98.6,7,22.5,78.2,0.7,83.1
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
42.3,95.1,81.7,38.7,83.8,81,52.8,72.5,87.3
88.7,45.1,16.2,95.8,51.4,71.8,16.2,88,77.5
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
31,12,31.7,71.2,4.2,4.9,14.1,67.6,71.8
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
31,12,31.7,71.2,4.2,4.9,14.1,67.6,71.8
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
6.3,90.1,90.1,45.8,41.5,53.5,69,83.1,93
31,12,31.7,71.2,4.2,4.9,14.1,67.6,71.8
31,12,31.7,71.2,4.2,4.9,14.1,67.6,71.8
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
7.7,38,44.4,6.3,23.9,60.6,76.1,37.3,93.7
31,12,31.7,71.2,4.2,4.9,14.1,67.6,71.8
82.4,15.5,35.9,98.6,7,22.5,78.2,0.7,83.1
16.2,72.5,78.9,4.9,95.1,86.6,75.4,12,43
6.3,90.1,90.1,45.8,41.5,53.5,69,83.1,93
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
31,12,31.7,71.2,4.2,4.9,14.1,67.6,71.8
7.7,38,44.4,6.3,23.9,60.6,76.1,37.3,93.7
69,97.9,25.4,19,97.2,97.9,64.8,7,18.3
82.4,15.5,35.9,98.6,7,22.5,78.2,0.7,83.1
16.2,72.5,78.9,4.9,95.1,86.6,75.4,12,43
7.7,38,44.4,6.3,23.9,60.6,76.1,37.3,93.7
82.4,15.5,35.9,98.6,7,22.5,78.2,0.7,83.1
38.7,20.4,38.7,47.2,60.6,49.3,57.7,54.9,19
16.2,72.5,78.9,4.9,95.1,86.6,75.4,12,43
7.7,38,44.4,6.3,23.9,60.6,76.1,37.3,93.7
56.3,97.2,90.8,45.1,66.2,96.5,52.1,58.5,53.5
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
1.4,3.5,22.5,17.6,35.9,2.1,61.3,23.2,64.8
6.3,90.1,90.1,45.8,41.5,53.5,69,83.1,93
56.3,97.2,90.8,45.1,66.2,96.5,52.1,58.5,53.5
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
50,40.8,9.9,63.4,46.5,32.4,31,66.9,7.7
33.8,50.7,27.5,10.6,38.7,39.4,24.6,57.7,63.4
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
33.8,50.7,27.5,10.6,38.7,39.4,24.6,57.7,63.4
45.1,21.1,30,3.5,33.8,21.1,70.4,70.4,26.8
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
56.3,97.2,90.8,45.1,66.2,96.5,52.1,58.5,53.5
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
6.3,90.1,90.1,45.8,41.5,53.5,69,83.1,93
31.7,18.3,71.8,62,62,54.9,34.5,76.8,88
6.3,90.1,90.1,45.8,41.5,53.5,69,83.1,93
31.7,18.3,71.8,62,62,54.9,34.5,76.8,88
56.3,97.2,90.8,45.1,66.2,96.5,52.1,58.5,53.5
56.3,97.2,90.8,45.1,66.2,96.5,52.1,58.5,53.5
31.7,18.3,71.8,62,62,54.9,34.5,76.8,88
39.4,73.9,88,33.1,97.9,61.3,9.9,64.8,73.2
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
16.2,72.5,78.9,4.9,95.1,86.6,75.4,12,43
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
7,85.2,96.5,33.1,63.4,88,7.7,69,80.3
7.7,38,44.4,6.3,23.9,60.6,76.1,37.3,93.7
69,97.9,25.4,19,97.2,97.9,64.8,7,18.3
31,12,31.7,71.2,4.2,4.9,14.1,67.6,71.8
16.2,72.5,78.9,4.9,95.1,86.6,75.4,12,43
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
6.3,90.1,90.1,45.8,41.5,53.5,69,83.1,93
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
6.3,90.1,90.1,45.8,41.5,53.5,69,83.1,93
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
75.4,27.5,47.9,87.3,92.3,63.4,35.9,0.7,80.3
50,40.8,9.9,63.4,46.5,32.4,31,66.9,7.7
19,23.9,69.7,35.9,75.4,26.8,58.5,73.9,78.2
6.3,90.1,90.1,45.8,41.5,53.5,69,83.1,93
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
55.6,79.6,88,55.6,90.1,75.4,9.2,45.8,50.7
6.3,90.1,90.1,45.8,41.5,53.5,69,83.1,93
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
82.4,15.5,35.9,98.6,7,22.5,78.2,0.7,83.1
19,23.9,69.7,35.9,75.4,26.8,58.5,73.9,78.2
31.7,18.3,71.8,62,62,54.9,34.5,76.8,88
4.2,96.5,97.2,14.1,79.6,58.5,31.7,78.9,84.5
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
9.2,0.7,7,12.7,12,3.5,97.9,64.1,40.8
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
45.1,21.1,30,3.5,33.8,21.1,70.4,70.4,26.8
4.2,96.5,97.2,14.1,79.6,58.5,31.7,78.9,84.5
3.5,13.4,53.5,28.2,15.5,14.1,62,60.6,96.5
4.2,96.5,97.2,14.1,79.6,58.5,31.7,78.9,84.5
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8
59.2,87.3,95.1,18.3,96.5,59.9,0.7,82.4,48.6
75.4,27.5,47.9,87.3,92.3,63.4,35.9,0.7,80.3
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
0.7,45.1,79.6,21.1,73.2,98.6,76.8,51.4,98.6
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8
31,12,31.7,71.2,4.2,4.9,14.1,67.6,71.8
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8
19,23.9,69.7,35.9,75.4,26.8,58.5,73.9,78.2
69,97.9,25.4,19,97.2,97.9,64.8,7,18.3
19,23.9,69.7,35.9,75.4,26.8,58.5,73.9,78.2
19,23.9,69.7,35.9,75.4,26.8,58.5,73.9,78.2
19,23.9,69.7,35.9,75.4,26.8,58.5,73.9,78.2
19,23.9,69.7,35.9,75.4,26.8,58.5,73.9,78.2
39.4,73.9,88,33.1,97.9,61.3,9.9,64.8,73.2
66.2,85.2,89.4,74.6,76.1,53.5,3.5,47.2,97.9
4.2,96.5,97.2,14.1,79.6,58.5,31.7,78.9,84.5
4.2,96.5,97.2,14.1,79.6,58.5,31.7,78.9,84.5
33.8,50.7,27.5,10.6,38.7,39.4,24.6,57.7,63.4
7,85.2,96.5,33.1,63.4,88,7.7,69,80.3
33.8,50.7,27.5,10.6,38.7,39.4,24.6,57.7,63.4
4.9,89.4,98.6,26.1,88,73.9,21.8,19,89.4
4.2,96.5,97.2,14.1,79.6,58.5,31.7,78.9,84.5
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
48.6,59.2,43,86.6,43.7,83.1,35.9,98.6,90.1
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8
50,40.8,9.9,63.4,46.5,32.4,31,66.9,7.7
66.9,10.6,16.9,89.4,7.7,19.7,44.4,90.1,35.2
59.2,87.3,95.1,18.3,96.5,59.9,0.7,82.4,48.6
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4
45.1,21.1,30,3.5,33.8,21.1,70.4,70.4,26.8
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8
71.1,5.6,7.7,95.1,50,41.5,62,96.5,80.3
43,62.7,50,35.9,52.1,69,54.2,9.9,92.3
