,0
0,0.38052257895469666
1,0.637546956539154
2,0.5820615887641907
3,0.2289576232433319
4,0.3668329119682312
5,0.5260185599327087
6,0.5693312883377075
7,0.6226745247840881
8,0.3039610981941223
9,0.3019063174724579
10,0.6224817633628845
11,0.21444810926914215
12,0.3668329119682312
13,0.6026632785797119
14,0.26871150732040405
15,0.3933867812156677
16,0.36232268810272217
17,0.6190130114555359
18,0.602866530418396
19,0.637546956539154
20,0.36232268810272217
21,0.506441056728363
22,0.34655436873435974
23,0.20864053070545197
24,0.34655436873435974
25,0.41971254348754883
26,0.34409257769584656
27,0.5501288771629333
28,0.655221700668335
29,0.36635711789131165
30,0.46713918447494507
31,0.637546956539154
32,0.3207777142524719
33,0.36635711789131165
34,0.2543768584728241
35,0.34240418672561646
36,0.5478935241699219
37,0.5693312883377075
38,0.36635711789131165
39,0.655221700668335
40,0.506441056728363
41,0.5714722871780396
42,0.3227100670337677
43,0.3017014265060425
44,0.5818488597869873
45,0.39185771346092224
46,0.5899561643600464
47,0.3688715398311615
48,0.5714722871780396
49,0.5839365124702454
50,0.3688715398311615
51,0.655221700668335
52,0.38930803537368774
53,0.3227100670337677
54,0.506441056728363
55,0.3446839451789856
56,0.3688715398311615
57,0.3688715398311615
58,0.5055999159812927
59,0.5582985281944275
60,0.4359397888183594
61,0.39185771346092224
62,0.4838561415672302
63,0.43647560477256775
64,0.3017014265060425
65,0.3227100670337677
66,0.5320521593093872
67,0.5478935241699219
68,0.628301203250885
69,0.5899561643600464
70,0.5478935241699219
71,0.3017014265060425
72,0.5055999159812927
73,0.5517033338546753
74,0.38930803537368774
75,0.3017014265060425
76,0.3688715398311615
77,0.3017014265060425
78,0.3227100670337677
79,0.3017014265060425
80,0.3227100670337677
81,0.48277825117111206
82,0.503210723400116
83,0.5606536865234375
84,0.4390384256839752
85,0.5478935241699219
86,0.5517033338546753
87,0.5938355326652527
88,0.48277825117111206
89,0.2833021283149719
90,0.59199458360672
91,0.38930803537368774
92,0.38930803537368774
93,0.47652971744537354
94,0.36635711789131165
95,0.3688715398311615
96,0.17739765346050262
97,0.503210723400116
98,0.39185771346092224
99,0.38188326358795166
100,0.503210723400116
101,0.503210723400116
102,0.5501288771629333
103,0.36635711789131165
104,0.3017014265060425
105,0.36635711789131165
106,0.3017014265060425
107,0.48033374547958374
108,0.3227100670337677
109,0.506441056728363
110,0.3688715398311615
111,0.39185771346092224
112,0.3017014265060425
113,0.3688715398311615
114,0.38930803537368774
115,0.5899561643600464
116,0.21874618530273438
117,0.34409257769584656
118,0.48033374547958374
119,0.34409257769584656
120,0.38930803537368774
121,0.4838561415672302
122,0.6804500222206116
123,0.48277825117111206
124,0.46688589453697205
125,0.36635711789131165
126,0.36635711789131165
127,0.5899561643600464
128,0.3688715398311615
129,0.3688715398311615
130,0.36635711789131165
131,0.3446839451789856
132,0.34655436873435974
133,0.3430236279964447
134,0.36635711789131165
135,0.503210723400116
136,0.3688715398311615
137,0.2685312032699585
138,0.34655436873435974
139,0.3688715398311615
140,0.34409257769584656
141,0.3688715398311615
142,0.1532951146364212
143,0.3017014265060425
144,0.5478935241699219
145,0.4275961220264435
146,0.3017014265060425
147,0.34409257769584656
148,0.35195568203926086
149,0.36635711789131165
150,0.24770590662956238
151,0.5501288771629333
152,0.34655436873435974
153,0.3688715398311615
154,0.6169350147247314
155,0.5356237292289734
156,0.3227100670337677
157,0.34409257769584656
158,0.36635711789131165
159,0.3688715398311615
160,0.2629433572292328
161,0.5693312883377075
162,0.5333777666091919
163,0.36635711789131165
164,0.28118181228637695
165,0.24529969692230225
166,0.3297758102416992
167,0.3446839451789856
168,0.3297758102416992
169,0.34655436873435974
170,0.3711962401866913
171,0.36635711789131165
172,0.1532951146364212
173,0.22881636023521423
174,0.4838694632053375
175,0.3017014265060425
176,0.5582985281944275
177,0.5716129541397095
178,0.36635711789131165
179,0.30476197600364685
180,0.45851805806159973
181,0.36635711789131165
182,0.2629196047782898
183,0.34409257769584656
184,0.43867790699005127
185,0.26494792103767395
186,0.34409257769584656
187,0.36635711789131165
188,0.16406436264514923
189,0.3688715398311615
190,0.4171393811702728
191,0.5478935241699219
192,0.4171393811702728
193,0.2141743302345276
194,0.34655436873435974
195,0.34409257769584656
196,0.1759985238313675
197,0.1644844263792038
198,0.1644844263792038
199,0.1644844263792038
200,0.1793181151151657
201,0.1835206151008606
202,0.331452876329422
203,0.1644844263792038
204,0.15677891671657562
205,0.1793181151151657
206,0.14349715411663055
207,0.14349715411663055
208,0.1644844263792038
209,0.1657830774784088
210,0.1793181151151657
211,0.1759985238313675
212,0.1657830774784088
213,0.1657830774784088
214,0.1644844263792038
215,0.14349715411663055
216,0.1657830774784088
